zip,lat,lon,state,policy_count,running_sum,running_percentage
43762,40.024342,-81.767017,OH,2,9352,97.67
43812,40.300934,-81.864066,OH,2,9354,97.69
44004,41.855941,-80.791866,OH,2,9356,97.71
44024,41.572432,-81.157142,OH,2,9358,97.73
44104,41.480502,-81.629599,OH,2,9360,97.75
44113,41.483241,-81.697166,OH,2,9362,97.78
44122,41.473248,-81.505389,OH,2,9364,97.80
44128,41.439352,-81.533893,OH,2,9366,97.82
44143,41.55915,-81.48279,OH,2,9368,97.84
44405,41.077708,-80.591894,OH,2,9370,97.86
44445,40.843906,-80.614381,OH,2,9372,97.88
44449,40.967155,-81.021052,OH,2,9374,97.90
44639,40.547688,-81.243498,OH,2,9376,97.92
44644,40.69173,-81.18121,OH,2,9378,97.94
44647,40.801057,-81.575795,OH,2,9380,97.96
44662,40.708566,-81.535805,OH,2,9382,97.98
44704,40.799158,-81.345934,OH,2,9384,98.01
44804,41.115906,-83.535416,OH,2,9386,98.03
44833,40.746972,-82.823,OH,2,9388,98.05
44853,41.061468,-83.298986,OH,2,9390,98.07
44859,41.011373,-82.329107,OH,2,9392,98.09
44867,41.146881,-82.970007,OH,2,9394,98.11
44887,40.90561,-82.77268,OH,2,9396,98.13
44902,40.762711,-82.51189,OH,2,9398,98.15
45053,39.354854,-84.776769,OH,2,9400,98.17
45062,39.478956,-84.551196,OH,2,9402,98.19
45106,38.922008,-84.109327,OH,2,9404,98.21
45133,39.169164,-83.59454,OH,2,9406,98.23
45218,39.263764,-84.518217,OH,2,9408,98.26
45223,39.17081,-84.549528,OH,2,9410,98.28
45224,39.199058,-84.525094,OH,2,9412,98.30
45229,39.153559,-84.490043,OH,2,9414,98.32
45249,39.269226,-84.330686,OH,2,9416,98.34
45251,39.267157,-84.599285,OH,2,9418,98.36
45305,39.63562,-84.07077,OH,2,9420,98.38
45309,39.83672,-84.41134,OH,2,9422,98.40
45314,39.747459,-83.759973,OH,2,9424,98.42
45325,39.6795,-84.42911,OH,2,9426,98.44
45328,40.114729,-84.493439,OH,2,9428,98.46
45332,39.993964,-84.783714,OH,2,9430,98.49
45340,40.364305,-84.056464,OH,2,9432,98.51
45369,39.957723,-83.614481,OH,2,9434,98.53
45621,39.11368,-82.61127,OH,2,9436,98.55
45645,38.562503,-82.545723,OH,2,9438,98.57
45656,38.89396,-82.5735,OH,2,9440,98.59
45662,38.793214,-82.930576,OH,2,9442,98.61
45669,38.49585,-82.364902,OH,2,9444,98.63
45686,38.961601,-82.345709,OH,2,9446,98.65
45692,39.116467,-82.553489,OH,2,9448,98.67
45694,38.7383,-82.84206,OH,2,9450,98.69
45877,40.956609,-83.937984,OH,2,9452,98.72
48144,41.759998,-83.618485,OH,2,9454,98.74
43006,40.477294,-82.191485,OH,1,9455,98.75
43007,40.340633,-83.416306,OH,1,9456,98.76
43008,39.93368,-82.47238,OH,1,9457,98.77
43014,40.466759,-82.262514,OH,1,9458,98.78
43022,40.338527,-82.348673,OH,1,9459,98.79
43036,40.352835,-83.263418,OH,1,9460,98.80
43071,40.189158,-82.353301,OH,1,9461,98.81
43072,40.121683,-83.947262,OH,1,9462,98.82
43083,40.102185,-83.83786,OH,1,9463,98.83
43127,39.476564,-82.328099,OH,1,9464,98.84
43136,39.80284,-82.80628,OH,1,9465,98.85
43148,39.82724,-82.500765,OH,1,9466,98.86
43152,39.417379,-82.592291,OH,1,9467,98.87
43157,39.84034,-82.54599,OH,1,9468,98.88
43337,40.667978,-83.26335,OH,1,9469,98.89
434601225,41.60977,-83.56438,OH,1,9470,98.90
43467,41.24264,-83.489583,OH,1,9471,98.91
43468,41.60366,-83.33993,OH,1,9472,98.92
43529,41.187234,-83.784704,OH,1,9473,98.93
43536,41.31085,-84.640393,OH,1,9474,98.95
43549,41.361864,-84.51582,OH,1,9475,98.96
43565,41.41922,-83.74077,OH,1,9476,98.97
43570,41.591453,-84.447033,OH,1,9477,98.98
436172248,41.66765,-83.722437,OH,1,9478,98.99
43697,41.686778,-83.43943,OH,1,9479,99.00
43728,39.497841,-81.898307,OH,1,9480,99.01
43731,39.76896,-82.09209,OH,1,9481,99.02
43746,39.970024,-82.174647,OH,1,9482,99.03
43766,39.619477,-82.252758,OH,1,9483,99.04
43777,39.821869,-82.039389,OH,1,9484,99.05
43822,40.108668,-82.103212,OH,1,9485,99.06
43906,39.991864,-80.805716,OH,1,9486,99.07
43912,40.092799,-80.788948,OH,1,9487,99.08
43938,40.32174,-80.6098,OH,1,9488,99.09
43951,40.11098,-81.010169,OH,1,9489,99.10
43953,40.352418,-80.678099,OH,1,9490,99.11
43968,40.650362,-80.692008,OH,1,9491,99.12
44047,41.700536,-80.693315,OH,1,9492,99.13
44062,41.453242,-81.068303,OH,1,9493,99.14
44064,41.603114,-81.051767,OH,1,9494,99.15
44067,41.306454,-81.54079,OH,1,9495,99.16
44108,41.54345,-81.608297,OH,1,9496,99.17
44110,41.5641,-81.57156,OH,1,9497,99.19
44115,41.490351,-81.675602,OH,1,9498,99.20
44131,41.395652,-81.64231,OH,1,9499,99.21
44201,41.040507,-81.194614,OH,1,9500,99.22
44215,41.065342,-81.901693,OH,1,9501,99.23
44231,41.291405,-81.081534,OH,1,9502,99.24
44235,41.038796,-82.113597,OH,1,9503,99.25
44304,41.083293,-81.506187,OH,1,9504,99.26
44307,41.073207,-81.543889,OH,1,9505,99.27
44308,41.082455,-81.517438,OH,1,9506,99.28
44311,41.064955,-81.522838,OH,1,9507,99.29
44429,41.097587,-80.973988,OH,1,9508,99.30
44437,41.151895,-80.751899,OH,1,9509,99.31
44450,41.443995,-80.818751,OH,1,9510,99.32
44491,41.368863,-80.950285,OH,1,9511,99.33
44507,41.074413,-80.655046,OH,1,9512,99.34
44611,40.598522,-82.086715,OH,1,9513,99.35
44612,40.618002,-81.449534,OH,1,9514,99.36
44613,40.714208,-81.595746,OH,1,9515,99.37
44638,40.614615,-82.128493,OH,1,9516,99.38
44643,40.679881,-81.312133,OH,1,9517,99.39
44654,40.544738,-81.878772,OH,1,9518,99.40
44657,40.749759,-81.175266,OH,1,9519,99.42
44667,40.84367,-81.76402,OH,1,9520,99.43
44669,40.797908,-81.145349,OH,1,9521,99.44
44676,40.71617,-82.028231,OH,1,9522,99.45
44813,40.646184,-82.481491,OH,1,9523,99.46
44842,40.656997,-82.236734,OH,1,9524,99.47
44845,41.024204,-83.109783,OH,1,9525,99.48
44849,40.837199,-83.150116,OH,1,9526,99.49
44850,41.034952,-82.676973,OH,1,9527,99.50
44875,40.848784,-82.571998,OH,1,9528,99.51
44880,41.028371,-82.242915,OH,1,9529,99.52
45003,39.56755,-84.8144,OH,1,9530,99.53
45050,39.448492,-84.374549,OH,1,9531,99.54
45052,39.149862,-84.750268,OH,1,9532,99.55
45054,39.458117,-84.079543,OH,1,9533,99.56
45064,39.545634,-84.6275,OH,1,9534,99.57
45142,39.204555,-83.810822,OH,1,9535,99.58
45146,39.313796,-83.796942,OH,1,9536,99.59
45157,38.9124,-84.206745,OH,1,9537,99.60
45167,38.758164,-83.822146,OH,1,9538,99.61
45172,39.07382,-83.385303,OH,1,9539,99.62
45204,39.106537,-84.553193,OH,1,9540,99.63
45213,39.180214,-84.420441,OH,1,9541,99.64
45214,39.115007,-84.534356,OH,1,9542,99.66
45232,39.181109,-84.51166,OH,1,9543,99.67
45242,39.244659,-84.345489,OH,1,9544,99.68
45247,39.220761,-84.641752,OH,1,9545,99.69
45252,39.272557,-84.632143,OH,1,9546,99.70
45323,39.857967,-83.933431,OH,1,9547,99.71
45337,39.985177,-84.399364,OH,1,9548,99.72
45351,40.340616,-84.496342,OH,1,9549,99.73
45363,40.23449,-84.40939,OH,1,9550,99.74
45416,39.801057,-84.257792,OH,1,9551,99.75
45619,38.482955,-82.450548,OH,1,9552,99.76
45648,38.888422,-82.98132,OH,1,9553,99.77
45650,38.73906,-83.42617,OH,1,9554,99.78
45654,39.332256,-82.379663,OH,1,9555,99.79
45659,38.674554,-82.614563,OH,1,9556,99.80
45672,39.230553,-82.66956,OH,1,9557,99.81
45680,38.41786,-82.58627,OH,1,9558,99.82
45681,39.328523,-83.242873,OH,1,9559,99.83
45690,39.12674,-82.98546,OH,1,9560,99.84
45724,39.35424,-81.79013,OH,1,9561,99.85
45744,39.538823,-81.47884,OH,1,9562,99.86
45764,39.45868,-82.23182,OH,1,9563,99.87
45771,38.984835,-81.892503,OH,1,9564,99.89
45772,39.13447,-81.835405,OH,1,9565,99.90
45778,39.362514,-81.906878,OH,1,9566,99.91
45779,38.99758,-81.97403,OH,1,9567,99.92
45780,39.36547,-82.13437,OH,1,9568,99.93
45843,40.80172,-83.51048,OH,1,9569,99.94
45845,40.35144,-84.37384,OH,1,9570,99.95
45854,40.758211,-83.949934,OH,1,9571,99.96
45859,40.69283,-83.78549,OH,1,9572,99.97
45880,41.062763,-84.716982,OH,1,9573,99.98
45890,40.97533,-83.47909,OH,1,9574,99.99
45898,40.775148,-84.745809,OH,1,9575,100.00
