zip_code,procedure_code
30058,2147180
30058,2148480
30058,2149580
30058,2150680
30058,2771559
30058,169413013
30058,169418113
30058,169477212
30058,406012301
30058,13668013610
30058,13668013710
30058,43547028211
30058,70954006020
30060,2145780
30060,2146080
30060,2147180
30060,2148480
30060,2149580
30060,2150680
30060,2771559
30060,169413013
30060,169418113
30060,169477212
30060,406012301
30060,70954006020
30062,2145780
30062,2146080
30062,2147180
30062,2148480
30062,2149580
30062,2150680
30062,2771559
30062,169413013
30062,169418113
30062,169477212
30062,406012301
30062,13668013610
30062,13668013710
30062,43547028211
30062,57237000511
30062,65862001305
30062,69097083412
30062,69097083512
30062,70954006020
30064,2145780
30064,2146080
30064,2147180
30064,2148480
30064,2149580
30064,2150680
30064,2771559
30064,169413013
30064,169418113
30064,169477212
30064,406012301
30064,13668013610
30064,13668013710
30064,43547028211
30064,70954006020
30066,2145780
30066,2146080
30066,2147180
30066,2148480
30066,2149580
30066,2150680
30066,2771559
30066,169413013
30066,169418113
30066,169477212
30066,406012301
30066,13668013610
30066,13668013710
30066,43547028211
30066,57237000511
30066,65862001305
30066,69097083412
30066,69097083512
30066,70954006020
30067,2145780
30067,2146080
30067,2147180
30067,2148480
30067,2149580
30067,2150680
30067,2771559
30067,169413013
30067,169418113
30067,169477212
30067,406012301
30067,70954006020
30068,2145780
30068,2146080
30068,2147180
30068,2148480
30068,2149580
30068,2150680
30068,2771559
30068,169413013
30068,169418113
30068,169477212
30068,406012301
30068,13668013610
30068,13668013710
30068,43547028211
30068,70954006020
30070,2145780
30070,2146080
30070,2147180
30070,2148480
30070,2149580
30070,2150680
30070,2771559
30070,169413013
30070,169418113
30070,169477212
30070,406012301
30070,70954006020
30071,2145780
30071,2146080
30071,2147180
30071,2148480
30071,2149580
30071,2150680
30071,2771559
30071,169413013
30071,169418113
30071,169477212
30071,406012301
30071,70954006020
30072,2145780
30072,2146080
30072,2147180
30072,2148480
30072,2149580
30072,2150680
30072,2771559
30072,169413013
30072,169418113
30072,169477212
30072,406012301
30072,70954006020
30075,2145780
30075,2146080
30075,2147180
30075,2148480
30075,2149580
30075,2150680
30075,2771559
30075,169413013
30075,169418113
30075,169477212
30075,406012301
30075,70954006020
30076,2145780
30076,2146080
30076,2147180
30076,2148480
30076,2149580
30076,2150680
30076,2771559
30076,169413013
30076,169418113
30076,169477212
30076,406012301
30076,70954006020
30077,2145780
30077,2146080
30077,2147180
30077,2148480
30077,2149580
30077,2150680
30077,2771559
30077,169413013
30077,169418113
30077,169477212
30077,406012301
30077,70954006020
30078,2145780
30078,2146080
30078,2147180
30078,2148480
30078,2149580
30078,2150680
30078,2771559
30078,169413013
30078,169418113
30078,169477212
30078,406012301
30078,13668013610
30078,13668013710
30078,43547028211
30078,70954006020
30079,2145780
30079,2146080
30079,2147180
30079,2148480
30079,2149580
30079,2150680
30079,2771559
30079,169413013
30079,169418113
30079,169477212
30079,406012301
30079,70954006020
30080,2145780
30080,2146080
30080,2147180
30080,2148480
30080,2149580
30080,2150680
30080,2771559
30080,169413013
30080,169418113
30080,169477212
30080,406012301
30080,13668013610
30080,13668013710
30080,43547028211
30080,57237000511
30080,65862001305
30080,65862050320
30080,69097083412
30080,69097083512
30080,70954006020
30081,2145780
30081,2146080
30081,2147180
30081,2148480
30081,2149580
30081,2150680
30081,2771559
30081,169413013
30081,169418113
30081,169477212
30081,406012301
30081,13668013610
30081,13668013710
30081,43547028211
30081,70954006020
30082,2145780
30082,2146080
30082,2147180
30082,2148480
30082,2149580
30082,2150680
30082,2771559
30082,169413013
30082,169418113
30082,169477212
30082,406012301
30082,13668013610
30082,13668013710
30082,43547028211
30082,70954006020
30083,2145780
30083,2146080
30083,2147180
30083,2148480
30083,2149580
30083,2150680
30083,2771559
30083,169413013
30083,169418113
30083,169477212
30083,406012301
30083,70954006020
30084,2145780
30084,2146080
30084,2147180
30084,2148480
30084,2149580
30084,2150680
30084,2771559
30084,169413013
30084,169418113
30084,169477212
30084,406012301
30084,70954006020
30085,2145780
30085,2146080
30085,2147180
30085,2148480
30085,2149580
30085,2150680
30085,2771559
30085,169413013
30085,169418113
30085,169477212
30085,406012301
30085,70954006020
30087,2145780
30087,2146080
30087,2147180
30087,2148480
30087,2149580
30087,2150680
30087,2771559
30087,169413013
30087,169418113
30087,169477212
30087,406012301
30087,70954006020
30088,2145780
30088,2146080
30088,2147180
30088,2148480
30088,2149580
30088,2150680
30088,2771559
30088,169413013
30088,169418113
30088,169477212
30088,406012301
30088,70954006020
30092,2145780
30092,2146080
30092,2147180
30092,2148480
30092,2149580
30092,2150680
30092,2771559
30092,169413013
30092,169418113
30092,169477212
30092,406012301
30092,70954006020
30093,2145780
30093,2146080
30093,2147180
30093,2148480
30093,2149580
30093,2150680
30093,2771559
30093,169413013
30093,169418113
30093,169477212
30093,406012301
30093,70954006020
30094,2145780
30094,2146080
30094,2147180
30094,2148480
30094,2149580
30094,2150680
30094,2771559
30094,169413013
30094,169418113
30094,169477212
30094,406012301
30094,70954006020
30096,2145780
30096,2146080
30096,2147180
30096,2148480
30096,2149580
30096,2150680
30096,2771559
30096,169413013
30096,169418113
30096,169477212
30096,406012301
30096,70954006020
30097,2145780
30097,2146080
30097,2147180
30097,2148480
30097,2149580
30097,2150680
30097,2771559
30097,169413013
30097,169418113
30097,169477212
30097,406012301
30097,70954006020
30101,2145780
30101,2146080
30101,2147180
30101,2148480
30101,2149580
30101,2150680
30101,2771559
30101,169413013
30101,169418113
30101,169477212
30101,406012301
30101,70954006020
30102,2145780
30102,2146080
30102,2147180
30102,2148480
30102,2149580
30102,2150680
30102,2771559
30102,169413013
30102,169418113
30102,169477212
30102,406012301
30102,13668013610
30102,13668013710
30102,43547028211
30102,70954006020
30103,2145780
30103,2146080
30103,2147180
30103,2148480
30103,2149580
30103,2150680
30103,2771559
30103,169413013
30103,169418113
30103,169477212
30103,406012301
30103,70954006020
30104,2145780
30104,2146080
30104,2147180
30104,2148480
30104,2149580
30104,2150680
30104,2771559
30104,169413013
30104,169418113
30104,169477212
30104,406012301
30104,70954006020
30105,2145780
30105,2146080
30105,2147180
30105,2148480
30105,2149580
30105,2150680
30105,2771559
30105,169413013
30105,169418113
30105,169477212
30105,406012301
30105,70954006020
30106,2145780
30106,2146080
30106,2147180
30106,2148480
30106,2149580
30106,2150680
30106,2771559
30106,169413013
30106,169418113
30106,169477212
30106,406012301
30106,70954006020
30107,2145780
30107,2146080
30107,2147180
30107,2148480
30107,2149580
30107,2150680
30107,2771559
30107,54327099
30107,169413013
30107,169418113
30107,169477212
30107,310737020
30107,406012301
30107,60505082901
30107,70954006020
30108,2145780
30108,2146080
30108,2147180
30108,2148480
30108,2149580
30108,2150680
30108,2771559
30108,54327099
30108,169413013
30108,169418113
30108,169477212
30108,406012301
30108,60505082901
30108,70954006020
30110,2145780
30110,2146080
30110,2147180
30110,2148480
30110,2149580
30110,2150680
30110,2771559
30110,169413013
30110,169418113
30110,169477212
30110,406012301
30110,70954006020
30111,2145780
30111,2146080
30111,2147180
30111,2148480
30111,2149580
30111,2150680
30111,2771559
30111,169413013
30111,169418113
30111,169477212
30111,406012301
30111,70954006020
30112,2145780
30112,2146080
30112,2147180
30112,2148480
30112,2149580
30112,2150680
30112,2771559
30112,169413013
30112,169418113
30112,169477212
30112,406012301
30112,13668013610
30112,13668013710
30112,43547028211
30112,70954006020
30113,2145780
30113,2146080
30113,2147180
30113,2148480
30113,2149580
30113,2150680
30113,2771559
30113,169413013
30113,169418113
30113,169477212
30113,406012301
30113,70954006020
30114,2145780
30114,2146080
30114,2147180
30114,2148480
30114,2149580
30114,2150680
30114,2771559
30114,169413013
30114,169418113
30114,169477212
30114,406012301
30114,70954006020
30115,2145780
30115,2146080
30115,2147180
30115,2148480
30115,2149580
30115,2150680
30115,2771559
30115,169413013
30115,169418113
30115,169477212
30115,406012301
30115,70954006020
30116,2145780
30116,2146080
30116,2147180
30116,2148480
30116,2149580
30116,2150680
30116,2771559
30116,169413013
30116,169418113
30116,169477212
30116,406012301
30116,13668013610
30116,13668013710
30116,43547028211
30116,70954006020
30117,2145780
30117,2146080
30117,2147180
30117,2148480
30117,2149580
30117,2150680
30117,2771559
30117,169413013
30117,169418113
30117,169477212
30117,406012301
30117,13668013610
30117,13668013710
30117,43547028211
30117,70954006020
30120,2145780
30120,2146080
30120,2147180
30120,2148480
30120,2149580
30120,2150680
30120,2771559
30120,169413013
30120,169418113
30120,169477212
30120,406012301
30120,70954006020
30121,2145780
30121,2146080
30121,2147180
30121,2148480
30121,2149580
30121,2150680
30121,2771559
30121,169413013
30121,169418113
30121,169477212
30121,406012301
30121,70954006020
30122,2145780
30122,2146080
30122,2147180
30122,2148480
30122,2149580
30122,2150680
30122,2771559
30122,169413013
30122,169418113
30122,169477212
30122,406012301
30122,70954006020
30124,2145780
30124,2146080
30124,2147180
30124,2148480
30124,2149580
30124,2150680
30124,2771559
30124,169413013
30124,169418113
30124,169477212
30124,406012301
30124,13668013610
30124,13668013710
30124,43547028211
30124,70954006020
30125,2145780
30125,2146080
30125,2147180
30125,2148480
30125,2149580
30125,2150680
30125,2771559
30125,169413013
30125,169418113
30125,169477212
30125,406012301
30125,13668013610
30125,13668013710
30125,43547028211
30125,70954006020
30126,2145780
30126,2146080
30126,2147180
30126,2148480
30126,2149580
30126,2150680
30126,2771559
30126,169413013
30126,169418113
30126,169477212
30126,406012301
30126,70954006020
30127,2145780
30127,2146080
30127,2147180
30127,2148480
30127,2149580
30127,2150680
30127,2771559
30127,169413013
30127,169418113
30127,169477212
30127,406012301
30127,13668013610
30127,13668013710
30127,43547028211
30127,70954006020
30132,2145780
30132,2146080
30132,2147180
30132,2148480
30132,2149580
30132,2150680
30132,2771559
30132,169413013
30132,169418113
30132,169477212
30132,406012301
30132,13668013610
30132,13668013710
30132,43547028211
30132,70954006020
30134,2145780
30134,2146080
30134,2147180
30134,2148480
30134,2149580
30134,2150680
30134,2771559
30134,169413013
30134,169418113
30134,169477212
30134,406012301
30134,13668013610
30134,13668013710
30134,43547028211
30134,70954006020
30135,2145780
30135,2146080
30135,2147180
30135,2148480
30135,2149580
30135,2150680
30135,2771559
30135,169413013
30135,169418113
30135,169477212
30135,406012301
30135,13668013610
30135,13668013710
30135,43547028211
30135,70954006020
30137,2145780
30137,2146080
30137,2147180
30137,2148480
30137,2149580
30137,2150680
30137,2771559
30137,169413013
30137,169418113
30137,169477212
30137,406012301
30137,13668013610
30137,13668013710
30137,43547028211
30137,70954006020
30141,2145780
30141,2146080
30141,2147180
30141,2148480
30141,2149580
30141,2150680
30141,2771559
30141,169413013
30141,169418113
30141,169477212
30141,406012301
30141,13668013610
30141,13668013710
30141,43547028211
30141,70954006020
30143,2145780
30143,2146080
30143,2147180
30143,2148480
30143,2149580
30143,2150680
30143,2771559
30143,169413013
30143,169418113
30143,169477212
30143,406012301
30143,70954006020
30144,2145780
30144,2146080
30144,2147180
30144,2148480
30144,2149580
30144,2150680
30144,2771559
30144,169413013
30144,169418113
30144,169477212
30144,406012301
30144,70954006020
30145,2145780
30145,2146080
30145,2147180
30145,2148480
30145,2149580
30145,2150680
30145,2771559
30145,54327099
30145,169413013
30145,169418113
30145,169477212
30145,310737020
30145,406012301
30145,60505082901
30145,70954006020
30147,2145780
30147,2146080
30147,2147180
30147,2148480
30147,2149580
30147,2150680
30147,2771559
30147,169413013
30147,169418113
30147,169477212
30147,406012301
30147,70954006020
30152,2145780
30152,2146080
30152,2147180
30152,2148480
30152,2149580
30152,2150680
30152,2771559
30152,169413013
30152,169418113
30152,169477212
30152,406012301
30152,70954006020
30153,2145780
30153,2146080
30153,2147180
30153,2148480
30153,2149580
30153,2150680
30153,2771559
30153,169413013
30153,169418113
30153,169477212
30153,406012301
30153,70954006020
30157,2145780
30157,2146080
30157,2147180
30157,2148480
30157,2149580
30157,2150680
30157,2771559
30157,169413013
30157,169418113
30157,169477212
30157,406012301
30157,13668013610
30157,13668013710
30157,43547028211
30157,70954006020
30161,2145780
30161,2146080
30161,2147180
30161,2148480
30161,2149580
30161,2150680
30161,2771559
30161,169413013
30161,169418113
30161,169477212
30161,406012301
30161,70954006020
30164,2145780
30164,2146080
30164,2147180
30164,2148480
30164,2149580
30164,2150680
30164,2771559
30164,169413013
30164,169418113
30164,169477212
30164,406012301
30164,70954006020
30165,2145780
30165,2146080
30165,2147180
30165,2148480
30165,2149580
30165,2150680
30165,2771559
30165,169413013
30165,169418113
30165,169477212
30165,406012301
30165,70954006020
30168,2145780
30168,2146080
30168,2147180
30168,2148480
30168,2149580
30168,2150680
30168,2771559
30168,169413013
30168,169418113
30168,169477212
30168,406012301
30168,70954006020
30170,2145780
30170,2146080
30170,2147180
30170,2148480
30170,2149580
30170,2150680
30170,2771559
30170,54327099
30170,93310905
30170,169413013
30170,169418113
30170,169477212
30170,406012301
30170,430042014
30170,13668013610
30170,13668013710
30170,29300039705
30170,29300039710
30170,29300039810
30170,31722070110
30170,31722070210
30170,31722072610
30170,43547028211
30170,50111056003
30170,57237000511
30170,60505082901
30170,61958250101
30170,65862001305
30170,65862001501
30170,65862050320
30170,65862059805
30170,68180072103
30170,68180097903
30170,68180098003
30170,68180098103
30170,68382013210
30170,69097012715
30170,69097083412
30170,69097083512
30170,70377007813
30170,70954006020
30170,72205002299
30170,72205002399
30170,72205002499
30171,2145780
30171,2146080
30171,2147180
30171,2148480
30171,2149580
30171,2150680
30171,2771559
30171,54327099
30171,169413013
30171,169418113
30171,169477212
30171,310737020
30171,406012301
30171,13668013610
30171,13668013710
30171,43547028211
30171,60505082901
30171,70954006020
30173,2145780
30173,2146080
30173,2147180
30173,2148480
30173,2149580
30173,2150680
30173,2771559
30173,169413013
30173,169418113
30173,169477212
30173,406012301
30173,70954006020
30175,2145780
30175,2146080
30175,2147180
30175,2148480
30175,2149580
30175,2150680
30175,2771559
30175,169413013
30175,169418113
30175,169477212
30175,406012301
30175,70954006020
30176,2145780
30176,2146080
30176,2147180
30176,2148480
30176,2149580
30176,2150680
30176,2771559
30176,54327099
30176,169413013
30176,169418113
30176,169477212
30176,406012301
30176,13668013610
30176,13668013710
30176,43547028211
30176,60505082901
30176,70954006020
30177,2145780
30177,2146080
30177,2147180
30177,2148480
30177,2149580
30177,2150680
30177,2771559
30177,169413013
30177,169418113
30177,169477212
30177,406012301
30177,70954006020
30178,2145780
30178,2146080
30178,2147180
30178,2148480
30178,2149580
30178,2150680
30178,2771559
30178,169413013
30178,169418113
30178,169477212
30178,406012301
30178,70954006020
30179,2145780
30179,2146080
30179,2147180
30179,2148480
30179,2149580
30179,2150680
30179,2771559
30179,169413013
30179,169418113
30179,169477212
30179,406012301
30179,70954006020
30180,2145780
30180,2146080
30180,2147180
30180,2148480
30180,2149580
30180,2150680
30180,2771559
30180,169413013
30180,169418113
30180,169477212
30180,406012301
30180,13668013610
30180,13668013710
30180,43547028211
30180,70954006020
30183,2145780
30183,2146080
30183,2147180
30183,2148480
30183,2149580
30183,2150680
30183,2771559
30183,169413013
30183,169418113
30183,169477212
30183,406012301
30183,70954006020
30184,2145780
30184,2146080
30184,2147180
30184,2148480
30184,2149580
30184,2150680
30184,2771559
30184,169413013
30184,169418113
30184,169477212
30184,406012301
30184,70954006020
30185,2145780
30185,2146080
30185,2147180
30185,2148480
30185,2149580
30185,2150680
30185,2771559
30185,169413013
30185,169418113
30185,169477212
30185,406012301
30185,70954006020
30187,2145780
30187,2146080
30187,2147180
30187,2148480
30187,2149580
30187,2150680
30187,2771559
30187,169413013
30187,169418113
30187,169477212
30187,406012301
30187,13668013610
30187,13668013710
30187,43547028211
30187,70954006020
30188,2145780
30188,2146080
30188,2147180
30188,2148480
30188,2149580
30188,2150680
30188,2771559
30188,169413013
30188,169418113
30188,169477212
30188,406012301
30188,70954006020
30189,2145780
30189,2146080
30189,2147180
30189,2148480
30189,2149580
30189,2150680
30189,2771559
30189,169413013
30189,169418113
30189,169477212
30189,406012301
30189,70954006020
30204,2145780
30204,2146080
30204,2147180
30204,2148480
30204,2149580
30204,2150680
30204,2771559
30204,54327099
30204,169413013
30204,169418113
30204,169477212
30204,406012301
30204,13668013610
30204,13668013710
30204,43547028211
30204,60505082901
30204,70954006020
30205,2145780
30205,2146080
30205,2147180
30205,2148480
30205,2149580
30205,2150680
30205,2771559
30205,169413013
30205,169418113
30205,169477212
30205,406012301
30205,13668013610
30205,13668013710
30205,43547028211
30205,70954006020
30206,2145780
30206,2146080
30206,2147180
30206,2148480
30206,2149580
30206,2150680
30206,2771559
30206,54327099
30206,169413013
30206,169418113
30206,169477212
30206,310737020
30206,406012301
30206,13668013610
30206,13668013710
30206,43547028211
30206,60505082901
30206,70954006020
30213,2145780
30213,2146080
30213,2147180
30213,2148480
30213,2149580
30213,2150680
30213,2771559
30213,169413013
30213,169418113
30213,169477212
30213,406012301
30213,13668013610
30213,13668013710
30213,43547028211
30213,70954006020
30214,2145780
30214,2146080
30214,2147180
30214,2148480
30214,2149580
30214,2150680
30214,2771559
30214,169413013
30214,169418113
30214,169477212
30214,406012301
30214,13668013610
30214,13668013710
30214,43547028211
30214,70954006020
30215,2145780
30215,2146080
30215,2147180
30215,2148480
30215,2149580
30215,2150680
30215,2771559
30215,169413013
30215,169418113
30215,169477212
30215,406012301
30215,13668013610
30215,13668013710
30215,43547028211
30215,70954006020
30217,2145780
30217,2146080
30217,2147180
30217,2148480
30217,2149580
30217,2150680
30217,2771559
30217,54327099
30217,169413013
30217,169418113
30217,169477212
30217,310737020
30217,406012301
30217,13668013610
30217,13668013710
30217,43547028211
30217,60505082901
30217,70954006020
30220,2145780
30220,2146080
30220,2147180
30220,2148480
30220,2149580
30220,2150680
30220,2771559
30220,2822259
30220,3089421
30220,88221905
30220,169413013
30220,169418113
30220,169477212
30220,173088710
30220,378668910
30220,406012301
30220,555901658
30220,597015230
30220,597015330
30220,13668013610
30220,13668013710
30220,16571086250
30220,16571086350
30220,27808023302
30220,29300012510
30220,29300024405
30220,29300024505
30220,29300039705
30220,29300039710
30220,29300039810
30220,31722070110
30220,31722070210
30220,31722071310
30220,31722072610
30220,42806041405
30220,42806041605
30220,43547028211
30220,43547036111
30220,43547036211
30220,50111056003
30220,51991074810
30220,55111015810
30220,55111064505
30220,57237000511
30220,59651036205
30220,61958250101
30220,65862000899
30220,65862001305
30220,65862050320
30220,65862056099
30220,65862059805
30220,67877015905
30220,67877021905
30220,68180072103
30220,68180097903
30220,68180098003
30220,68180098103
30220,68382005105
30220,68382013210
30220,68382050010
30220,68382056410
30220,68382056510
30220,68462039710
30220,69097012715
30220,69097083412
30220,69097083512
30220,70010049105
30220,70377007813
30220,70954006020
30220,72205002299
30220,72205002399
30220,72205002499
30222,2145780
30222,2146080
30222,2147180
30222,2148480
30222,2149580
30222,2150680
30222,2771559
30222,54327099
30222,169413013
30222,169418113
30222,169477212
30222,310737020
30222,406012301
30222,13668013610
30222,13668013710
30222,43547028211
30222,60505082901
30222,70954006020
30223,2145780
30223,2146080
30223,2147180
30223,2148480
30223,2149580
30223,2150680
30223,2771559
30223,169413013
30223,169418113
30223,169477212
30223,406012301
30223,13668013610
30223,13668013710
30223,43547028211
30223,70954006020
